Client ID,Age,Gender,Annual Income,Investment Amount,Investment Preference,Transaction Frequency,Risk Tolerance,Engagement Score
2328,24,Female,169781,163385,Bonds,2,Medium,36
2329,53,Male,157873,395488,Bonds,14,Low,35
2330,67,Female,55358,283254,Bonds,18,Low,25
2331,56,Male,144064,433032,Real Estate,17,High,49
2332,34,Female,41023,328693,Mutual Funds,18,High,55
2333,63,Male,125387,486105,Mutual Funds,19,Low,41
2334,55,Female,189828,397978,Bonds,15,High,57
2335,34,Male,116728,295674,Stocks,2,Medium,22
2336,62,Male,179911,268037,Real Estate,4,Low,94
2337,67,Female,57410,395889,Bonds,1,High,44
2338,42,Male,135696,128967,Real Estate,8,Medium,29
2339,25,Female,41447,361404,Bonds,14,Low,71
2340,65,Female,147954,294029,Real Estate,11,High,48
2341,69,Male,116569,49560,Stocks,14,Medium,3
2342,63,Male,125894,18613,Stocks,16,Low,85
2343,62,Male,43907,478068,Stocks,10,High,45
2344,64,Male,51637,142159,Stocks,7,Medium,20
2345,40,Female,199268,433917,Mutual Funds,16,Medium,73
2346,42,Male,183441,23665,Mutual Funds,4,Medium,36
2347,62,Male,163661,111568,Real Estate,12,Medium,60
2348,35,Male,53560,235756,Bonds,12,Low,78
2349,66,Female,33034,296766,Mutual Funds,2,Medium,18
2350,34,Male,161241,362978,Bonds,6,Low,97
2351,44,Female,122449,218475,Real Estate,15,Low,66
2352,55,Male,33239,46989,Bonds,15,High,31
2353,30,Female,33415,49741,Stocks,16,Low,86
2354,34,Male,106944,476916,Stocks,3,Medium,9
2355,23,Male,164556,25163,Mutual Funds,1,Low,20
2356,40,Female,83987,76637,Real Estate,12,Low,20
2357,32,Male,48225,64175,Mutual Funds,15,High,47
2358,41,Male,110459,239330,Mutual Funds,19,Low,1
2359,38,Male,50936,260972,Mutual Funds,6,High,94
2360,53,Female,69612,300690,Real Estate,19,Low,83
2361,33,Male,125533,139547,Stocks,17,High,14
2362,23,Female,150877,75259,Stocks,9,Low,1
2363,67,Female,132269,282034,Mutual Funds,13,Medium,69
2364,65,Female,69952,159342,Bonds,15,Low,10
2365,46,Male,88945,273857,Stocks,16,High,73
2366,48,Female,35380,98389,Stocks,13,High,49
2367,66,Female,110821,472353,Real Estate,2,Medium,14
2368,47,Male,188332,332461,Stocks,2,Medium,60
2369,54,Female,193951,201189,Stocks,11,High,82
2370,27,Female,177215,350123,Mutual Funds,16,Medium,42
2371,35,Male,79744,388205,Mutual Funds,17,Low,59
2372,61,Male,192650,258154,Real Estate,3,Low,25
2373,55,Female,110262,397886,Real Estate,1,Medium,36
2374,49,Male,87331,198666,Bonds,18,Low,95
2375,37,Male,122551,219592,Stocks,14,Low,35
2376,21,Male,93815,263939,Mutual Funds,9,Medium,91
2377,68,Female,101519,476487,Mutual Funds,9,High,86
2378,32,Female,180250,482369,Stocks,12,Low,11
2379,23,Male,122526,489980,Real Estate,3,Medium,10
2380,45,Female,139365,192577,Mutual Funds,2,High,8
2381,44,Male,66366,178329,Real Estate,1,Low,92
2382,49,Male,129830,215582,Mutual Funds,9,Low,23
2383,30,Male,71911,120039,Mutual Funds,13,Medium,6
2384,26,Male,113422,313636,Bonds,16,Low,78
2385,50,Male,83619,114718,Mutual Funds,19,High,88
2386,63,Female,52791,474375,Stocks,10,Medium,64
2387,29,Female,38301,413611,Stocks,5,Medium,73
2388,58,Female,156866,77005,Stocks,14,Medium,46
2389,32,Female,133623,30040,Real Estate,15,Medium,38
2390,50,Male,142824,114009,Mutual Funds,3,High,25
2391,26,Male,196851,73702,Real Estate,9,High,94
2392,68,Female,66894,26637,Bonds,1,High,86
2393,61,Female,109618,72745,Mutual Funds,1,High,2
2394,61,Male,100994,406963,Stocks,19,High,89
2395,55,Male,71770,496819,Bonds,6,High,24
2396,39,Male,52300,156322,Bonds,11,Medium,67
2397,23,Female,148025,357611,Mutual Funds,18,Medium,90
2398,26,Male,190557,116855,Stocks,14,Medium,94
2399,20,Male,150605,234939,Real Estate,16,High,93
2400,63,Female,70285,475953,Mutual Funds,1,Medium,71
2401,64,Female,147713,59040,Stocks,10,High,61
2402,61,Female,193543,112518,Bonds,10,Medium,9
2403,66,Male,78671,429521,Mutual Funds,13,High,45
2404,32,Male,148216,201390,Bonds,1,High,94
2405,41,Female,50270,200309,Stocks,3,High,16
2406,40,Male,149870,88110,Real Estate,14,Low,14
2407,41,Male,157897,363539,Real Estate,16,Low,26
2408,47,Male,174770,188434,Bonds,6,High,46
2409,28,Female,102265,408312,Bonds,1,Medium,58
2410,45,Female,41171,257138,Bonds,5,High,74
2411,28,Male,90684,80764,Mutual Funds,8,High,30
2412,34,Male,79948,145290,Stocks,12,Low,86
2413,29,Male,64725,357511,Bonds,1,High,56
2414,43,Male,49450,351482,Bonds,13,Low,94
2415,61,Female,174372,445597,Bonds,9,Medium,32
2416,27,Female,155900,220555,Real Estate,8,Medium,78
2417,43,Male,114600,155407,Bonds,13,Medium,23
2418,35,Male,165513,182933,Stocks,2,High,17
2419,68,Female,141315,297051,Real Estate,15,Low,93
2420,45,Male,180404,258143,Stocks,14,High,24
2421,46,Female,50115,480405,Real Estate,19,Medium,47
2422,56,Male,129405,44387,Real Estate,9,High,11
2423,23,Female,117404,485783,Mutual Funds,19,Low,41
2424,69,Male,174687,79655,Real Estate,14,Low,15
2425,43,Male,175804,62407,Real Estate,8,Medium,86
2426,38,Female,186439,463478,Stocks,5,Medium,91
2427,55,Female,140670,402771,Stocks,7,Medium,52
2428,58,Male,72738,313239,Bonds,4,High,34
2429,29,Male,162053,462267,Mutual Funds,8,Low,60
2430,44,Female,111666,6042,Real Estate,4,High,57
2431,37,Female,114351,108748,Mutual Funds,1,Medium,33
2432,38,Male,169638,255763,Bonds,8,Low,21
2433,55,Male,40728,271332,Mutual Funds,7,Medium,24
2434,29,Female,135852,345740,Real Estate,11,Low,20
2435,52,Female,113911,456369,Stocks,16,Low,68
2436,69,Female,147616,146305,Mutual Funds,17,Medium,60
2437,24,Female,66214,270232,Real Estate,5,Low,46
2438,66,Female,75588,268790,Bonds,7,Low,33
2439,68,Male,180025,149199,Real Estate,10,Medium,31
2440,54,Male,98408,168687,Mutual Funds,13,Low,34
2441,63,Female,64103,202095,Real Estate,15,Medium,22
2442,53,Male,100949,282597,Real Estate,6,High,30
2443,52,Male,181228,319377,Mutual Funds,2,High,5
2444,40,Female,43423,432731,Mutual Funds,4,Medium,41
2445,36,Male,68062,456308,Bonds,14,Low,45
2446,41,Male,31987,262789,Real Estate,15,High,87
2447,67,Male,92979,480663,Stocks,14,Medium,61
2448,56,Female,67597,463216,Mutual Funds,4,Medium,13
2449,34,Female,113905,350231,Real Estate,6,Low,9
2450,54,Male,188940,329137,Stocks,7,Low,78
2451,47,Male,106970,189834,Stocks,13,Low,81
2452,26,Male,93805,217886,Real Estate,17,Medium,35
2453,51,Male,149779,262493,Real Estate,17,High,18
2454,30,Male,177708,91392,Real Estate,4,Medium,12
2455,29,Male,87467,213539,Stocks,19,Low,41
2456,28,Female,137732,127349,Real Estate,13,Low,16
2457,33,Male,178079,158260,Mutual Funds,9,Medium,94
2458,32,Male,131460,71019,Stocks,2,Low,13
2459,44,Female,164461,5451,Mutual Funds,18,Low,18
2460,21,Male,148105,402285,Mutual Funds,17,Medium,76
2461,54,Male,154535,331418,Real Estate,7,High,98
2462,26,Male,39458,149458,Mutual Funds,17,Low,51
2463,40,Male,98481,405423,Real Estate,10,High,33
2464,37,Female,104888,174511,Stocks,14,High,70
2465,22,Male,106022,188357,Mutual Funds,12,High,82
2466,61,Female,97628,285301,Real Estate,12,High,67
2467,58,Male,197599,485758,Bonds,17,Low,54
2468,60,Male,100648,79726,Real Estate,19,Low,6
2469,68,Female,46937,110716,Bonds,14,Medium,36
2470,30,Male,198744,482201,Real Estate,17,Low,55
2471,58,Female,31112,439573,Bonds,15,Medium,50
2472,43,Female,196617,231286,Mutual Funds,6,High,86
2473,65,Female,78355,151001,Bonds,19,Medium,71
2474,38,Male,105561,109636,Mutual Funds,6,Medium,94
2475,23,Male,195154,184819,Mutual Funds,6,Low,66
2476,45,Male,148181,275057,Real Estate,4,Medium,96
2477,57,Male,90482,473747,Mutual Funds,1,High,15
2478,61,Female,109098,31727,Stocks,19,Low,22
2479,51,Male,172376,138018,Bonds,11,Low,49
2480,58,Male,152978,66061,Real Estate,7,Low,38
2481,64,Female,86625,237791,Mutual Funds,2,High,8
2482,65,Female,154359,203002,Bonds,4,Medium,8
2483,55,Male,101246,459688,Bonds,6,Low,84
2484,59,Female,42588,118388,Stocks,5,Medium,37
2485,56,Female,145910,72957,Bonds,9,High,72
2486,52,Female,158658,352983,Real Estate,11,High,78
2487,55,Female,50967,372793,Real Estate,18,High,84
2488,22,Female,160153,417683,Mutual Funds,17,Low,99
2489,28,Male,54256,242406,Mutual Funds,13,Low,25
2490,27,Male,186124,160576,Real Estate,17,Medium,82
2491,52,Male,158121,212588,Bonds,10,Medium,54
2492,25,Male,110732,268988,Bonds,18,Low,21
2493,60,Male,160145,39572,Stocks,17,High,59
2494,58,Male,163578,243457,Mutual Funds,12,High,31
2495,23,Male,128120,220495,Bonds,15,Low,6
2496,32,Female,181781,219885,Bonds,19,Medium,42
2497,68,Male,74840,421191,Mutual Funds,15,High,52
2498,21,Male,142647,24449,Real Estate,13,Low,47
2499,24,Male,89321,255835,Bonds,7,Medium,84
2500,63,Female,73202,115137,Stocks,11,Medium,28
2501,46,Male,164162,286603,Bonds,8,High,36
2502,51,Male,89231,202867,Bonds,16,High,40
2503,40,Female,51552,416820,Stocks,11,High,90
2504,27,Male,194813,256201,Real Estate,5,High,13
2505,57,Male,51661,130298,Stocks,7,Medium,49
2506,27,Female,167164,215467,Stocks,16,Low,4
2507,69,Male,196746,376478,Mutual Funds,16,Medium,98
2508,22,Female,161642,327284,Bonds,17,High,64
2509,63,Male,173156,292506,Real Estate,19,Low,98
2510,22,Male,95843,164015,Bonds,15,Medium,80
2511,41,Male,99278,26319,Real Estate,15,Low,23
2512,25,Female,124328,367895,Stocks,15,Medium,58
2513,21,Female,161837,237505,Mutual Funds,3,Low,87
2514,42,Female,156355,449266,Stocks,12,Medium,15
2515,63,Male,54198,143769,Bonds,6,Medium,89
2516,21,Male,91201,224683,Mutual Funds,5,High,93
2517,57,Female,103271,189727,Mutual Funds,11,Medium,79
2518,36,Female,172449,101896,Bonds,12,High,99
2519,54,Male,141578,229768,Real Estate,7,Medium,46
2520,53,Male,169108,295879,Mutual Funds,9,Low,39
2521,42,Male,70364,36293,Real Estate,18,Low,47
2522,49,Male,145227,467701,Real Estate,14,High,37
2523,27,Female,130353,212267,Real Estate,4,Medium,41
2524,41,Male,198515,144082,Mutual Funds,8,High,92
2525,63,Male,162735,359449,Stocks,16,Low,45
2526,55,Male,107564,94359,Mutual Funds,4,Medium,30
2527,24,Male,176149,480152,Stocks,19,High,71
2528,32,Male,135447,307871,Mutual Funds,6,Low,68
2529,48,Male,49631,109545,Stocks,19,Low,7
2530,50,Male,63500,19787,Stocks,15,Medium,97
2531,66,Female,180969,471658,Mutual Funds,12,Medium,47
2532,35,Female,88915,384854,Real Estate,12,Medium,47
2533,61,Female,198449,116489,Real Estate,2,High,82
2534,49,Male,132760,149375,Stocks,9,High,79
2535,35,Female,56897,202874,Bonds,3,Medium,99
2536,31,Male,131639,103782,Bonds,1,Medium,60
2537,36,Male,143849,320592,Mutual Funds,14,Medium,5
2538,35,Male,141118,74513,Mutual Funds,13,Low,48
2539,31,Male,87320,273212,Mutual Funds,5,Medium,87
2540,27,Female,98289,115040,Bonds,7,High,74
2541,39,Male,61941,123962,Real Estate,14,Low,89
2542,22,Male,175306,167299,Mutual Funds,16,Medium,22
2543,35,Female,105172,17740,Mutual Funds,18,High,95
2544,49,Female,33376,355477,Real Estate,14,Low,23
2545,64,Female,60783,331889,Stocks,1,Low,92
2546,42,Male,73025,143863,Mutual Funds,6,High,45
2547,47,Female,46447,398701,Bonds,10,High,79
2548,59,Male,46713,181120,Bonds,6,Low,52
2549,24,Male,158869,428911,Mutual Funds,2,High,71
2550,39,Female,34858,435657,Bonds,7,Low,46
2551,59,Female,89834,267481,Real Estate,17,Low,38
2552,63,Female,112060,489188,Stocks,14,Low,40
2553,20,Male,165611,135996,Stocks,7,Low,15
2554,49,Male,179929,413308,Mutual Funds,9,Medium,69
2555,40,Male,133898,61052,Mutual Funds,19,High,12
2556,39,Male,132207,236379,Stocks,11,Medium,77
2557,25,Male,166436,6471,Stocks,3,Medium,67
2558,41,Male,116366,56194,Mutual Funds,4,Medium,57
2559,37,Female,182150,442604,Bonds,5,Medium,19
2560,27,Male,198646,491448,Mutual Funds,4,Low,90
2561,58,Female,30869,252279,Real Estate,13,Low,30
2562,51,Female,92624,470241,Mutual Funds,9,Low,92
2563,52,Female,123676,194117,Mutual Funds,14,Low,79
2564,35,Female,33659,124076,Mutual Funds,16,Medium,18
2565,31,Female,197442,78392,Mutual Funds,6,Low,63
2566,57,Male,136888,492363,Mutual Funds,10,Medium,7
2567,53,Male,88185,328232,Mutual Funds,13,Low,60
2568,33,Male,147136,473117,Bonds,3,High,78
2569,55,Male,92758,104909,Mutual Funds,11,High,88
2570,52,Female,166203,272808,Stocks,3,High,63
2571,42,Female,162430,93859,Mutual Funds,7,High,57
2572,69,Female,121150,96991,Bonds,10,Low,88
2573,64,Male,177318,124805,Real Estate,1,High,75
2574,21,Male,47216,403595,Stocks,4,High,39
2575,60,Male,71209,465876,Mutual Funds,8,Medium,43
2576,40,Male,72987,36536,Mutual Funds,17,High,56
2577,21,Female,138024,141063,Stocks,5,Low,10
2578,46,Female,181649,470546,Mutual Funds,17,Medium,97
2579,28,Male,72320,99754,Bonds,9,Low,20
2580,20,Male,41301,383278,Mutual Funds,8,Medium,64
2581,30,Female,156560,101649,Real Estate,7,Low,39
2582,22,Female,30891,368754,Bonds,5,High,86
2583,42,Female,183044,98513,Mutual Funds,4,Medium,99
2584,45,Female,80457,295503,Real Estate,3,High,28
2585,23,Male,143389,122060,Stocks,8,Low,30
2586,37,Female,50932,447518,Bonds,5,Low,58
2587,25,Female,34192,381353,Mutual Funds,5,Medium,70
2588,54,Female,46128,23043,Mutual Funds,17,Low,62
2589,41,Female,52836,93059,Stocks,15,Low,1
2590,62,Male,54837,14070,Stocks,8,Medium,68
2591,34,Male,147028,208807,Bonds,7,High,25
2592,41,Male,146481,220311,Bonds,17,Medium,39
2593,56,Male,155176,483019,Bonds,12,Low,11
2594,61,Male,155172,412349,Mutual Funds,4,Low,59
2595,31,Male,52778,61955,Mutual Funds,18,Medium,37
2596,66,Female,73130,295715,Bonds,4,Medium,76
2597,68,Female,46708,425207,Mutual Funds,10,High,29
2598,61,Female,137481,252275,Stocks,3,Low,98
2599,57,Female,185304,82115,Real Estate,5,Low,82
2600,37,Male,34782,185813,Mutual Funds,12,High,9
2601,64,Female,187387,366035,Bonds,5,Medium,46
2602,54,Male,40052,220611,Mutual Funds,5,Medium,76
2603,49,Female,49521,135644,Stocks,4,High,9
2604,43,Female,99690,26871,Bonds,6,Medium,65
2605,61,Female,65546,404439,Real Estate,10,High,71
2606,49,Male,187044,281341,Bonds,6,Medium,42
2607,33,Female,134713,79923,Bonds,1,Medium,34
2608,25,Male,132617,107657,Bonds,16,Medium,96
2609,22,Male,52030,97438,Mutual Funds,11,High,28
2610,35,Female,119831,478591,Real Estate,6,High,90
2611,26,Male,107400,199268,Stocks,18,High,61
2612,33,Male,48055,368053,Mutual Funds,6,Low,40
2613,28,Female,186565,367986,Real Estate,17,Low,54
2614,34,Female,104861,346576,Real Estate,12,High,59
2615,40,Female,151184,308669,Mutual Funds,17,Low,78
2616,54,Female,146524,283342,Bonds,18,Low,45
2617,21,Female,146826,170596,Real Estate,10,Medium,95
2618,46,Female,66775,99187,Stocks,12,Medium,80
2619,21,Male,115909,103172,Mutual Funds,4,Medium,39
2620,54,Female,66253,497880,Real Estate,10,Low,42
2621,37,Female,81884,490896,Stocks,5,Low,11
2622,33,Male,106497,482509,Stocks,4,High,75
2623,39,Female,47705,104499,Stocks,16,Low,38
2624,37,Male,121640,416731,Stocks,5,Low,57
2625,29,Female,37101,373457,Mutual Funds,19,High,12
2626,44,Female,92495,261840,Stocks,6,High,42
2627,21,Male,165815,289171,Mutual Funds,7,High,63
2628,44,Female,38951,280936,Stocks,10,Medium,9
2629,52,Male,168086,260519,Stocks,7,High,22
2630,55,Female,66180,348457,Mutual Funds,14,Medium,38
2631,50,Female,86977,90330,Bonds,10,Low,73
2632,33,Male,93209,299688,Real Estate,11,Low,57
2633,20,Female,138575,220359,Real Estate,14,Medium,67
2634,65,Female,80918,494775,Mutual Funds,12,Medium,99
2635,35,Male,169291,90263,Stocks,4,Medium,30
2636,65,Female,168235,380473,Mutual Funds,13,Low,26
2637,22,Male,163542,159737,Stocks,3,Low,72
2638,54,Female,177615,298270,Mutual Funds,13,High,54
2639,60,Male,180348,155553,Real Estate,19,High,32
2640,25,Female,150014,227444,Mutual Funds,15,Low,22
2641,44,Male,197953,366781,Real Estate,19,High,8
2642,32,Male,108950,265779,Real Estate,4,High,66
2643,53,Female,37749,132208,Real Estate,6,Medium,14
2644,27,Female,54182,28549,Mutual Funds,15,Low,5
2645,40,Male,107450,204944,Bonds,4,Medium,13
2646,53,Female,110543,471909,Mutual Funds,6,Low,87
2647,23,Male,126487,188308,Mutual Funds,2,Low,77
2648,44,Female,140227,200055,Bonds,4,Medium,83
2649,34,Female,182455,41155,Bonds,18,Low,24
2650,23,Male,108578,42481,Real Estate,15,Medium,35
2651,64,Male,146258,495319,Stocks,12,Medium,78
2652,31,Female,186484,239477,Stocks,8,Low,68
2653,51,Female,43181,72967,Real Estate,12,Low,26
2654,51,Female,74898,366464,Mutual Funds,9,Medium,74
2655,47,Female,33405,349705,Stocks,7,High,38
2656,32,Female,40862,287590,Mutual Funds,8,High,34
2657,50,Male,58688,275651,Bonds,10,Low,34
2658,33,Female,78017,130183,Bonds,11,Low,19
2659,39,Female,42939,38208,Real Estate,2,High,3
2660,37,Male,134152,22522,Mutual Funds,4,Low,36
2661,48,Male,69585,314546,Real Estate,9,Low,4
2662,25,Male,146315,423706,Stocks,8,High,26
2663,51,Female,134447,174083,Stocks,5,Low,75
2664,48,Male,184014,433287,Stocks,14,High,3
2665,62,Male,166344,445970,Mutual Funds,2,High,49
2666,21,Male,185337,232021,Real Estate,17,High,9
2667,42,Male,189740,50102,Real Estate,8,Low,46
2668,38,Female,111560,19040,Stocks,2,Medium,66
2669,50,Female,127435,371398,Real Estate,15,Medium,14
2670,24,Female,99283,405262,Bonds,2,Medium,3
2671,38,Male,39297,437590,Bonds,11,Low,2
2672,53,Male,94005,303333,Bonds,14,Low,86
2673,29,Male,158833,116738,Bonds,10,Low,93
2674,44,Male,162679,351142,Real Estate,7,Low,33
2675,21,Male,160654,240479,Bonds,14,Medium,10
2676,30,Male,116994,91070,Bonds,13,High,53
2677,69,Female,86305,171040,Bonds,2,Low,44
2678,50,Female,189045,157007,Bonds,10,Low,38
2679,34,Male,184189,322725,Bonds,1,Low,21
2680,28,Female,152688,373675,Mutual Funds,1,High,95
2681,42,Male,37645,276153,Mutual Funds,3,Medium,35
2682,38,Male,72238,445205,Bonds,11,Low,67
2683,28,Female,99694,445092,Bonds,19,Medium,83
2684,54,Male,46786,203554,Real Estate,9,Low,22
2685,40,Female,70693,434940,Bonds,13,Medium,20
2686,28,Male,126447,115847,Stocks,4,Low,83
2687,47,Male,187650,56377,Mutual Funds,6,Medium,68
2688,65,Female,99702,73861,Bonds,2,Low,96
2689,26,Male,114845,144771,Mutual Funds,9,Low,8
2690,35,Male,45076,401961,Bonds,18,Medium,51
2691,35,Male,49377,115612,Stocks,4,Medium,26
2692,52,Female,170350,311981,Bonds,1,High,51
2693,23,Male,157368,429010,Mutual Funds,1,High,65
2694,23,Male,63539,488296,Mutual Funds,17,High,26
2695,58,Male,156552,157270,Mutual Funds,19,High,47
2696,59,Female,172512,193875,Real Estate,3,Medium,43
2697,36,Female,56245,387935,Mutual Funds,17,High,9
2698,56,Female,183169,411705,Bonds,3,Low,35
2699,58,Female,97092,55557,Stocks,4,Medium,82
2700,48,Female,139454,459655,Stocks,13,Low,19
2701,55,Male,162223,289618,Bonds,15,High,48
2702,57,Female,182770,61439,Real Estate,12,High,80
2703,58,Female,178673,220028,Bonds,3,High,28
2704,69,Male,187879,191258,Mutual Funds,8,Medium,3
2705,56,Female,169111,73213,Real Estate,1,Low,18
2706,54,Male,77427,322440,Bonds,18,Low,13
2707,26,Female,101839,170584,Real Estate,13,Medium,27
2708,46,Male,180125,343855,Stocks,7,High,40
2709,47,Male,146801,374871,Bonds,13,High,39
2710,41,Female,140845,6177,Bonds,17,Medium,58
2711,33,Female,116298,5761,Stocks,13,Low,57
2712,26,Male,119147,239154,Real Estate,13,Low,24
2713,56,Male,85413,273602,Stocks,11,Low,93
2714,41,Male,95958,457914,Real Estate,14,Low,22
2715,24,Male,61275,321919,Bonds,10,High,51
2716,21,Male,56597,189938,Real Estate,8,High,90
2717,46,Male,107521,156182,Real Estate,6,Medium,84
2718,40,Male,124243,98789,Mutual Funds,19,Medium,88
2719,57,Female,98908,482069,Mutual Funds,19,Medium,76
2720,34,Male,85188,393192,Mutual Funds,12,High,82
2721,40,Female,64710,123249,Stocks,7,High,76
2722,29,Female,148493,459662,Stocks,18,High,38
2723,42,Male,79249,295577,Mutual Funds,18,Medium,96
2724,58,Male,64247,77715,Bonds,3,High,61
2725,24,Female,56408,281993,Bonds,9,Low,49
2726,20,Male,106313,262969,Bonds,6,High,23
2727,32,Male,35443,337124,Stocks,1,Low,4
2728,40,Female,160270,335644,Real Estate,10,Low,76
2729,45,Female,161151,440206,Stocks,8,Low,81
2730,69,Female,126818,327035,Mutual Funds,17,High,85
2731,64,Male,199417,327010,Real Estate,3,Medium,37
2732,40,Male,173973,476563,Bonds,3,Low,93
2733,37,Female,178579,473819,Stocks,3,Low,6
2734,56,Male,111785,176064,Stocks,7,High,28
2735,64,Female,156691,390613,Mutual Funds,11,High,8
2736,51,Male,65391,201169,Bonds,18,Low,95
2737,55,Female,64171,81008,Stocks,5,Medium,20
2738,36,Male,145019,216734,Stocks,2,High,16
2739,54,Female,37485,270245,Real Estate,14,Low,13
2740,68,Male,157628,294134,Stocks,1,Medium,79
2741,30,Male,140104,74214,Real Estate,4,High,62
2742,40,Female,145427,301755,Stocks,14,Medium,77
2743,45,Male,120153,459711,Bonds,15,Low,66
2744,23,Male,67748,101265,Mutual Funds,17,Medium,53
2745,53,Female,164950,449306,Bonds,3,Low,84
2746,67,Male,163021,261146,Mutual Funds,4,High,28
2747,37,Male,181953,492787,Stocks,18,Low,18
2748,59,Male,117150,20958,Bonds,1,Low,7
2749,54,Female,119364,356930,Real Estate,5,High,21
2750,60,Female,145925,208691,Mutual Funds,18,Low,41
2751,48,Female,39958,201328,Mutual Funds,13,Medium,39
2752,48,Female,169769,223364,Stocks,14,High,73
2753,57,Female,117160,72002,Mutual Funds,3,Medium,10
2754,61,Male,45493,54887,Mutual Funds,6,High,31
2755,40,Male,51199,267483,Mutual Funds,11,Low,42
2756,61,Female,195560,115083,Stocks,9,Medium,77
2757,32,Male,60493,317672,Bonds,19,High,69
2758,68,Male,141545,353783,Stocks,7,Medium,59
2759,60,Male,79002,87624,Real Estate,10,High,38
2760,36,Male,53731,336404,Mutual Funds,7,High,43
2761,28,Female,168148,373637,Mutual Funds,5,Medium,2
2762,60,Female,31071,58570,Bonds,4,Medium,6
2763,20,Male,129926,26643,Mutual Funds,17,Medium,77
2764,21,Male,157872,65252,Bonds,5,Medium,29
2765,67,Female,71410,358724,Mutual Funds,17,High,78
2766,48,Male,124948,146406,Mutual Funds,17,Medium,30
2767,52,Male,71041,103856,Stocks,17,Medium,89
2768,29,Male,153616,368939,Stocks,1,Medium,40
2769,69,Female,83326,67977,Real Estate,2,Medium,99
2770,59,Female,199621,267933,Bonds,19,Medium,37
2771,40,Male,83096,301085,Real Estate,9,Medium,7
2772,47,Male,73167,5552,Stocks,15,Low,50
2773,30,Male,91292,286950,Bonds,19,Low,18
2774,53,Male,105419,41979,Stocks,5,High,8
2775,27,Male,117753,144895,Bonds,13,Medium,71
2776,41,Male,171779,36980,Mutual Funds,4,Medium,98
2777,27,Female,174212,5860,Real Estate,13,High,55
2778,68,Female,41093,5290,Real Estate,6,Medium,48
2779,34,Male,134089,309561,Bonds,12,Medium,74
2780,36,Female,102043,84880,Real Estate,9,Medium,58
2781,42,Male,154534,404086,Stocks,15,Low,93
2782,43,Male,166902,38397,Real Estate,15,Medium,16
2783,64,Female,191680,110311,Bonds,17,Low,25
2784,38,Female,132865,283330,Real Estate,5,Medium,29
2785,24,Male,154678,240319,Real Estate,5,Medium,8
2786,51,Male,77287,120162,Stocks,5,High,84
2787,63,Female,63427,496017,Mutual Funds,14,High,55
2788,20,Female,189467,157088,Stocks,2,Medium,52
2789,42,Male,159849,336760,Real Estate,9,Medium,91
2790,56,Male,139839,83508,Real Estate,14,Medium,77
2791,27,Male,122662,72296,Mutual Funds,15,Low,26
2792,32,Female,47970,147346,Mutual Funds,4,Medium,25
2793,27,Male,100218,28304,Stocks,6,High,92
2794,42,Female,104362,213774,Mutual Funds,14,Low,73
2795,62,Male,184443,205006,Stocks,5,Medium,26
2796,20,Female,180338,363305,Bonds,11,Low,76
2797,64,Female,180267,183770,Real Estate,14,Low,90
2798,43,Female,140949,212123,Mutual Funds,7,Low,47
2799,54,Female,156895,281849,Bonds,14,Low,86
2800,43,Male,57315,172401,Bonds,13,Medium,1
2801,36,Female,113804,195808,Stocks,18,High,64
2802,24,Female,71581,320140,Stocks,2,Low,12
2803,39,Female,127357,277751,Mutual Funds,9,High,24
2804,40,Male,149761,189028,Stocks,11,Low,30
2805,59,Male,143984,297150,Bonds,11,High,14
2806,50,Male,122449,345698,Bonds,6,Low,23
2807,65,Male,183256,211424,Real Estate,1,Low,2
2808,55,Male,184351,383340,Bonds,5,Medium,3
2809,30,Male,187642,418710,Mutual Funds,14,Medium,6
2810,34,Female,160522,157309,Real Estate,16,Low,83
2811,38,Female,73030,208439,Stocks,9,High,21
2812,26,Female,92245,308107,Real Estate,19,Medium,20
2813,47,Male,65133,428757,Bonds,8,Medium,21
2814,62,Female,73998,8447,Mutual Funds,8,Medium,40
2815,24,Female,178310,207192,Stocks,16,Medium,68
2816,24,Male,145603,32156,Stocks,18,Low,25
2817,49,Female,78245,172631,Bonds,8,High,71
2818,51,Male,53557,157537,Mutual Funds,9,Medium,71
2819,27,Female,100474,47120,Bonds,5,Medium,33
2820,29,Male,121228,349897,Bonds,2,High,51
2821,57,Male,95074,15190,Mutual Funds,14,Medium,90
2822,66,Male,88204,68394,Bonds,18,High,81
2823,51,Female,186647,272479,Mutual Funds,13,Low,72
2824,67,Female,181141,190711,Mutual Funds,12,Medium,90
2825,47,Male,185472,470012,Bonds,15,High,79
2826,36,Male,185218,161850,Bonds,15,Medium,20
2827,50,Female,36846,217213,Real Estate,1,Low,19
2828,27,Female,53694,416775,Stocks,7,High,71
2829,59,Male,51740,440557,Stocks,13,High,56
2830,44,Female,60996,287701,Mutual Funds,18,High,56
2831,28,Female,93874,368236,Real Estate,1,Medium,1
2832,21,Female,127661,258220,Mutual Funds,11,High,39
2833,34,Male,136945,441997,Real Estate,13,High,37
2834,69,Male,52970,246745,Mutual Funds,9,High,18
2835,22,Female,171967,226525,Stocks,16,Low,72
2836,68,Male,199143,489689,Real Estate,11,High,79
2837,55,Female,183330,364218,Bonds,3,High,6
2838,23,Female,118890,470473,Bonds,17,High,22
2839,33,Male,87300,25575,Stocks,2,Low,11
2840,60,Male,91915,339992,Real Estate,9,High,90
2841,60,Male,169516,258947,Bonds,9,Medium,72
